V3p0u4g2Ah7H,アザラシのゆめ,北の海で、アザラシのリリィは星空を眺めるのが大好き。ある晩、流れ星が落ちてくるのを見たリリィは、「星の上で泳げたらどんなに楽しいだろう」と夢見ます。彼女は海の仲間たちと一緒に、星の世界への冒険を決意します。夢の中で出会った星のアザラシたちと共に、リリィは驚きの体験をすることに！,"17,13",伊藤 智子,水辺の出版,2021-06-15,1500,240,"9784597891234",http://localhost:18080/images/my-books/V3p0u4g2Ah7H.jpg
k8G7jH1sB2j9,冷たい海の謎,凍てつく北極海で、数頭のアザラシが不審死を遂げる事件が発生。海洋生物学者のアナは、彼女のアザラシの友達が死んだことを知り、真相を突き止めるために現地に向かう。現地の人々との会話や観察を重ねるうち、アザラシたちが守る秘密に気づき始める。果たして、彼女は真実を解き明かすことができるのか？,"10,11",高橋 達也,山川出版,2018-11-03,2000,320,"9784621478562",http://localhost:18080/images/my-books/k8G7jH1sB2j9.jpg
4Fj2eQ8tD6pZ,アザラシと北極の伝説,古代北極の人々とアザラシとの深い結びつきを描いた本書では、狩猟の文化やアザラシを神聖視する信仰について探求します。アザラシは食料としてだけでなく、衣服や道具としても利用され、彼らの生活に欠かせない存在でした。人々の生活の中でどのようにアザラシが重要な役割を果たしてきたのか、またその信仰がどのように伝承されてきたのかを明らかにします。,"16,19","佐藤 健二,中村 美咲",北極社,2022-04-20,2500,280,"9784532198745",http://localhost:18080/images/my-books/4Fj2eQ8tD6pZ.jpg
n3M2uZ6xD4sJ,アザラシの王国,アザラシのアーロンは、海の魔法使いとして知られる存在。ある日、彼は魔法の石を発見し、その力で自らの王国を築こうと決意します。しかし、王国には邪悪な生き物たちが現れ、アーロンは仲間たちと共に立ち向かうことに。友情や勇気を胸に、彼らは真の王国を守るために冒険を始めます。,"13,22",川村 直樹,海の書房,2023-09-12,1800,300,"9784869235762",http://localhost:18080/images/my-books/n3M2uZ6xD4sJ.jpg
tH4m9Jk5E0qL,アザラシの勇者たち,世界が海に飲み込まれる危機が迫る中、伝説のアザラシたちが目覚め、海の平和を守るために立ち上がる。彼らは神秘的な力を秘めたアザラシの王国から、選ばれし者たちとして特別な使命を帯びています。仲間たちと共に冒険を繰り広げる中で、友情や信頼を深め、真の勇者として成長していく物語。,"13,25",山田 恵子,海洋文庫,2020-01-05,2200,340,"9784672135891",http://localhost:18080/images/my-books/tH4m9Jk5E0qL.jpg
gN1z8V3yC4hQ,消えたアザラシの秘密,小さな漁村で、数匹のアザラシが次々と消える事件が発生。村人たちは恐れ、漁業にも影響が出始めます。若きジャーナリストのケイトは、真相を探るため村を訪れ、住民たちの不穏な様子を目の当たりにします。村に伝わる伝説や過去の出来事が、事件にどのように絡んでいるのかを解明しようとするケイトの奮闘が描かれます。,"10,11",中村 亮介,潮流社,2019-07-14,1700,250,"9784509781234",http://localhost:18080/images/my-books/gN1z8V3yC4hQ.jpg
kD8n6L3jQ2fT,アザラシと消えた遺産,名家の遺産が消えた事件が、アザラシの生息地近くで発生。調査官のマイクは、遺産がアザラシと関わりがあると信じ、捜査を開始する。村人の証言やアザラシの行動を観察するうちに、彼は意外な真実に辿り着く。果たして、アザラシたちは無実なのか、それとも何かを知っているのか？,"10,11",田中 美奈,新潮文庫,2021-02-28,2000,360,"9784938257430",http://localhost:18080/images/my-books/kD8n6L3jQ2fT.jpg
V2b5jM9qF3tK,アザラシ星の冒険,地球が環境崩壊の危機に瀕している未来。科学者たちは、アザラシたちの知恵を借りて、海を再生するためのプロジェクトを始める。そこで、アザラシたちは高度な技術を持つ宇宙生命体として描かれ、地球の海を救うために彼らの星からの協力を得ようとする。人類とアザラシたちが手を取り合い、宇宙の果てで繰り広げられる壮大な冒険が始まります。,"14,13",宮崎 智彦,未来出版,2024-03-05,2500,400,"9784981762345",http://localhost:18080/images/my-books/V2b5jM9qF3tK.jpg
H6m4P1sJx5Fq,アザラシと愛の旅,漁師の娘エミリーは、毎年夏にアザラシたちが集まる海岸で不思議な魅力を持つ青年、ルカと出会う。彼はアザラシの生態を研究する生物学者で、エミリーの心を掴む。二人は共にアザラシの保護活動をしながら、次第に惹かれ合っていく。しかし、彼には守らなければならない秘密があった。それは、彼の研究がアザラシたちの運命に関わることを知ってしまったからだった。,"12,13",藤井 智子,海風社,2023-08-18,1900,290,"9784765891324",http://localhost:18080/images/my-books/H6m4P1sJx5Fq.jpg
Q1h9F2g4A3sX,アザラシのすべて,アザラシの生態や特性について詳しく解説した本書では、アザラシの種類や生息地、食性、繁殖行動などを紹介します。また、アザラシの生態系における役割や人間との関わりについても考察し、自然保護の重要性を訴えます。写真やイラストを豊富に使用し、視覚的にも楽しめる一冊です。,"23,19",池田 修一,中央出版,2020-05-21,2800,350,"9784659234876",http://localhost:18080/images/my-books/Q1h9F2g4A3sX.jpg
U7qXxA6b3L4z,アシカの冒険,小さなアシカのサニーは、海の底で友達と一緒に遊ぶことが大好きです。ある日、サニーは美しい貝殻を見つけ、その貝殻がもたらす不思議な力を知ります。この力を使って、サニーは海の仲間たちと新しい冒険に出かけることに。友情や勇気、そして海の大切さを教えてくれる物語です。サニーは仲間たちと共に、数々の試練を乗り越えながら、彼らの絆を深めていきます。,"17,13",田中 美咲,海洋社,2022-04-15,1500,200,"9784567890123",http://localhost:18080/images/my-books/U7qXxA6b3L4z.jpg
1oPdF5Hj3QwY,消えたアシカの謎,有名な水族館で、人気のアシカが突然姿を消しました。事件を追う探偵の桜井は、目撃者の証言や水族館のスタッフの秘密を洗い出し、次第に深まる謎に迫ります。果たしてアシカはどこに消えたのか？ その背後には、思わぬ陰謀が隠されていたのです。推理の糸を手繰り寄せ、真実に辿り着くための鍵を握るのは、アシカたちの特異な能力でした。,"10,11",鈴木 達也,山海出版,2021-11-02,2100,250,"9784567890124",http://localhost:18080/images/my-books/1oPdF5Hj3QwY.jpg
GcX4e5Fq9B3h,アシカと古代の海,この本では、古代の海におけるアシカと人々の関わりについて探ります。アシカが描かれた古代の壁画や遺物を通じて、彼らの生態や役割、そして人間との共生の歴史を詳しく解説しています。多くの神話や伝説の中で語られるアシカの神秘にも迫り、読者に深い理解を促します。アシカがどのように文化に影響を与えたのかを知ることができる、興味深い内容です。,"16,19","山田 一郎,佐藤 美紀",歴史社,2020-08-30,2900,300,"9784567890125",http://localhost:18080/images/my-books/GcX4e5Fq9B3h.jpg
Q1Vn7w8I4Jk2,アシカ王国の秘宝,神秘的なアシカたちが住む王国が海の底に存在していました。しかし、彼らの秘宝が盗まれ、王国は危機に瀕しています。勇敢なアシカのリーダー、ティナは仲間たちと共に盗賊団に立ち向かいます。友情と絆を深めながら、彼らは数々の冒険を経て、秘宝を取り戻すための旅に出るのです。物語の中で、彼らの成長や友情が描かれ、読者に感動を与えます。,"13,22",加藤 陽子,深海出版,2023-01-12,1800,240,"9784567890126",http://localhost:18080/images/my-books/Q1Vn7w8I4Jk2.jpg
RfH9z3Qb1Yk6,アシカの魔法使い,小さなアシカのアリスは、実は特別な魔法の力を秘めています。しかし、その力を恐れた周囲から孤立してしまうのです。彼女は自身の魔法を受け入れ、海の仲間たちと共に困難を乗り越えながら、海の平和を守るための冒険に挑みます。果たして、アリスは本当の力を見つけられるのでしょうか？ 彼女の成長や仲間との絆が、物語を彩ります。,"13,22",佐々木 一樹,未来社,2024-06-20,2200,260,"9784567890127",http://localhost:18080/images/my-books/RfH9z3Qb1Yk6.jpg
3Bf8Hj2l9QvX,海底の暗闇,深海で発見されたアシカの遺骸。海洋生物学者の香織は、これが単なる自然死でないことを直感します。調査を進めるうちに、海洋研究所の秘密が明らかになり、アシカたちの生態系に暗い影が迫っていることが分かります。香織は真実を探るために危険な旅に出る決意を固め、様々な困難に立ち向かいます。彼女の探求心と勇気が試される物語です。,"10,11",西村 浩司,海の科学社,2021-09-14,2500,320,"9784567890128",http://localhost:18080/images/my-books/3Bf8Hj2l9QvX.jpg
0Bc8W5Dq4Fv2,アシカの叫び,沖合で起こる謎のアシカの失踪事件。海洋警察の若手捜査官、剛は失踪の背後に隠された真実を解明するため、調査を開始します。アシカたちの不思議な行動や、失踪した仲間たちの共通点を探る中で、驚愕の事実が明らかになっていくのです。剛はアシカたちを守るためにどんな選択をするのか？ 読者を引き込むサスペンスが魅力の作品です。,"10,11",藤田 和志,海洋警察出版,2020-03-28,2000,220,"9784567890129",http://localhost:18080/images/my-books/0Bc8W5Dq4Fv2.jpg
Rg5D2wN7V4y3,アシカの未来,近未来の地球では、アシカたちが遺伝子操作により高度な知能を持つ存在となり、彼らは海の環境保護を担う重要な役割を果たすようになります。しかし、技術の進歩に伴い、アシカたちは人間との共存の危機に直面するのです。若き科学者のリョウは、彼らの知恵を借りて人間とアシカの未来を築くために奮闘します。果たして、彼らの絆はどのように試されるのでしょうか？,"14,13",中島 健,未来社,2023-05-05,2300,280,"9784567890130",http://localhost:18080/images/my-books/Rg5D2wN7V4y3.jpg
Yd4Jg7Xh8Z1M,アシカと私の恋,海辺の小さな町で、アシカを愛する少女ミカは、毎日海に通い詰めています。ある日、彼女は海で偶然出会った青年ユウと親しくなります。ユウもまた、アシカに魅了されていました。二人は共通の趣味を通じて次第に心を通わせていきますが、ユウには秘密があり、その秘密が二人の関係を試すことになります。アシカたちの優しさに包まれた心温まる恋の物語です。,"12,25","山本 明日香,佐藤 一成",潮風社,2021-12-18,1900,230,"9784567890131",http://localhost:18080/images/my-books/Yd4Jg7Xh8Z1M.jpg
Nf8Z3vQ0Jg1P,アシカのすべて,アシカに関する詳細な情報を網羅した一冊です。生態、行動、食性、繁殖、そして各種のアシカが住む地域ごとの特徴などを、豊富な写真と共に解説しています。研究者や動物愛好家にもおすすめの、学術的にも価値の高い内容です。図鑑として、アシカに関心を持つ読者にとっては必携の一冊です。,"23,19",藤井 正志,動物出版,2024-08-09,3500,320,"9784567890132",http://localhost:18080/images/my-books/Nf8Z3vQ0Jg1P.jpg
jR3cX4dJ2z7F,アライグマの夜の冒険,小さなアライグマのリリーは、夜のお月さまの下で冒険をすることが大好きです。ある晩、リリーは友達のタヌキと一緒に、森の奥深くに隠された宝物を探しに行くことに決めます。二匹は数々の試練を乗り越え、途中で様々な動物たちと出会いながら、友情や信頼の大切さを学んでいきます。彼らが探し求めた宝物は、実は物質的なものではなく、彼ら自身の中にある強さと絆だと気づく心温まる物語です。,"17,13",桜庭 亜希子,森の灯出版,2019-07-15,1200,240,"9784587653928",http://localhost:18080/images/my-books/jR3cX4dJ2z7F.jpg
9d6Tq2R5yP4v,アライグマの策略,町で次々と宝物が盗まれ、アライグマの泥棒が犯人として疑われています。若き探偵カイトは、アライグマにまつわる噂を手がかりに捜査を進めるが、徐々に意外な真相に近づいていきます。彼の知恵と策略を駆使し、カイトは犯人との頭脳戦を展開します。果たして真犯人は誰で、彼らの目的とは？町に潜む謎が次第に明らかにされるミステリー。,"10,11",三浦 亮太,月見書房,2017-04-03,1500,310,"9784567891234",http://localhost:18080/images/my-books/9d6Tq2R5yP4v.jpg
2Gf8Z1kR3h6q,アライグマと古代の知恵,古代アメリカ大陸では、アライグマが人間と密接に共存し、知恵を授けていました。この本は、アライグマの知恵や技術がどのように人々の生活を向上させたかを探り、歴史の中でのその役割を詳細に描写します。アライグマと共に生きることの意味や、自然との共存をテーマに、古代の叡智を伝える一冊です。,"16,19",大竹 和也,未来記書館,1995-11-22,2000,280,"9784897653210",http://localhost:18080/images/my-books/2Gf8Z1kR3h6q.jpg
fR1hJ3qT5m6K,アライグマの魔法の森,リオというアライグマが、ある日不思議な森に迷い込む物語です。その森では動物たちが言葉を話し、魔法が存在します。リオは魔女から特別な力を授かり、森を守るという使命を与えられます。森の外からの脅威が迫る中で、リオは仲間と力を合わせ、森を守り抜く決意をします。友情、勇気、そして愛の力が試されるファンタジー冒険譚です。,"13,22","坂口 輝,神田 美月",葉月出版,2022-05-30,1900,350,"9784568739456",http://localhost:18080/images/my-books/fR1hJ3qT5m6K.jpg
Z5cJ8N6hR1yA,アライグマの逆襲,アライグマのクレイは、故郷の森が人間の手によって破壊されていく現実に直面します。怒りを抱いたクレイは仲間たちと協力し、魔法の力を使って森を取り戻すための反撃を始めます。友達との絆を深めながら、クレイたちは大胆な作戦で人間に立ち向かい、自然を守るための戦いを繰り広げます。緊迫したアクションと深い感動が待っています。,"13,22",伊藤 悠,炎の手出版,2001-09-10,1700,290,"9784758392703",http://localhost:18080/images/my-books/Z5cJ8N6hR1yA.jpg
